Time,Out_Irad,Out_Tem,In_Hum,Ave_Air_Tem
20/07/2023 00:18,33.283,25.5,85.7,26.93333333
20/07/2023 00:23,34.7521,25.4,84.9,27.03333333
20/07/2023 00:28,37.1093,25.5,84.3,27.03333333
20/07/2023 00:33,39.4914,25.7,84.3,27.03333333
20/07/2023 00:38,41.7656,25.6,84,27.06666667
20/07/2023 00:43,43.2845,25.6,83.4,27.1
20/07/2023 00:48,41.915,25.9,82.8,27.16666667
20/07/2023 00:53,39.01,25.9,82.6,27.2
20/07/2023 00:58,41.9399,25.6,82,27.16666667
20/07/2023 01:03,44.9279,25.5,81.9,27.2
20/07/2023 01:08,58.3241,25.7,81.4,27.23333333
20/07/2023 01:13,65.1301,25.7,81.2,27.2
20/07/2023 01:18,69.9939,26.1,81,27.3
20/07/2023 01:23,80.1697,25.9,80.3,27.3
20/07/2023 01:28,88.5444,26,79.5,27.33333333
20/07/2023 01:33,95.284,26.3,78.6,27.43333333
20/07/2023 01:38,101.4343,26.5,77.5,27.5
20/07/2023 01:43,108.1407,26.5,76.7,27.6
20/07/2023 01:48,117.7355,26.7,75.5,27.7
20/07/2023 01:53,125.3798,27,74,27.8
20/07/2023 01:58,126.6497,27,73.1,27.96666667
20/07/2023 02:03,125.911,27.1,71.7,28.06666667
20/07/2023 02:08,125.1557,27.4,70.6,28.1
20/07/2023 02:13,130.2436,27.2,70.5,28.13333333
20/07/2023 02:18,131.638,27.3,69.6,28.23333333
20/07/2023 02:23,129.2559,27.3,69.5,28.2
20/07/2023 02:28,140.6933,27.1,68.5,28.33333333
20/07/2023 02:33,135.207,27.5,68,28.4
20/07/2023 02:38,148.3708,27.9,67.8,28.43333333
20/07/2023 02:43,143.7062,27.6,67.2,28.46666667
20/07/2023 02:48,132.4431,27.7,66.5,28.56666667
20/07/2023 02:53,160.5718,28.2,65,28.6
20/07/2023 02:58,158.9201,27.9,65.5,28.63333333
20/07/2023 03:03,164.9957,28.4,64.9,28.7
20/07/2023 03:08,153.6828,28.3,64.2,28.76666667
20/07/2023 03:13,162.7464,28.1,63.4,28.86666667
20/07/2023 03:18,182.268,28.6,62.9,29
20/07/2023 03:23,203.7816,28.3,61.5,29.16666667
20/07/2023 03:28,182.1352,28.7,60.5,29.26666667
20/07/2023 03:33,165.4273,28.8,60.1,29.26666667
20/07/2023 03:38,153.3508,28.5,59.3,29.33333333
20/07/2023 03:43,161.9828,28.6,59.1,29.4
20/07/2023 03:48,179.8859,28.8,58.6,29.43333333
20/07/2023 03:53,236.4089,28.8,56.6,29.63333333
20/07/2023 03:58,238.3345,29.8,54.6,29.9
20/07/2023 04:03,252.818,29.8,52.5,30.13333333
20/07/2023 04:08,210.1892,29.5,52.4,30.13333333
20/07/2023 04:13,209.9568,29.1,52.4,30.03333333
20/07/2023 04:18,225.6023,29.2,52.3,30.1
20/07/2023 04:23,237.3468,29.1,52.8,30
20/07/2023 04:28,251.8054,29.4,51.9,30.03333333
20/07/2023 04:33,235.0228,29.2,52.9,29.93333333
20/07/2023 04:38,239.6791,29.9,53,29.93333333
20/07/2023 04:43,237.4796,29.6,52.1,29.9
20/07/2023 04:48,274.0826,29.9,52.3,30.03333333
20/07/2023 04:53,330.5309,30.3,50.2,30.33333333
20/07/2023 04:58,345.0393,30.6,48.1,30.6
20/07/2023 05:03,323.5257,30.4,46.3,30.8
20/07/2023 05:08,325.1691,30.8,46,30.93333333
20/07/2023 05:13,330.5807,31,45.6,31
20/07/2023 05:18,331.9502,31,44.5,31.4
20/07/2023 05:23,271.8001,30.6,42.6,31.36666667
20/07/2023 05:28,326.4058,30,44.1,31.2
20/07/2023 05:33,346.1017,30.3,43.2,31.33333333
20/07/2023 05:38,339.5696,30.8,44.1,31.2
20/07/2023 05:43,379.7748,30.8,42.9,31.26666667
20/07/2023 05:48,364.7352,31.2,43.8,31.13333333
20/07/2023 05:53,340.3083,30.4,44,31.13333333
20/07/2023 05:58,283.8268,30.6,44.6,31.06666667
20/07/2023 06:03,220.3152,30.9,45.5,30.8
20/07/2023 06:08,254.5112,30.8,46.1,30.76666667
20/07/2023 06:13,276.639,30.9,47.1,30.7
20/07/2023 06:18,256.0301,30.9,47.2,30.83333333
20/07/2023 06:23,264.4878,30.7,48.6,30.53333333
20/07/2023 06:28,325.8746,30.9,47.2,30.73333333
20/07/2023 06:33,426.5287,31.9,46.7,30.93333333
20/07/2023 06:38,396.7068,31.9,47,30.93333333
20/07/2023 06:43,321.6748,32.7,45.8,31.33333333
20/07/2023 06:48,173.0467,31.4,46,31.2
20/07/2023 06:53,174.9972,31.5,45.9,31.16666667
20/07/2023 06:58,207.0186,31.5,46.7,31.13333333
20/07/2023 07:03,668.897,32.1,46,31.2
20/07/2023 07:08,809.0923,33,45.6,31.43333333
20/07/2023 07:13,816.305,32.8,43.4,31.83333333
20/07/2023 07:18,815.5414,32.4,41.9,32.03333333
20/07/2023 07:23,882.1987,33.6,42.8,32.06666667
20/07/2023 07:28,780.4324,33.8,42.3,32.33333333
20/07/2023 07:33,427.5164,32.6,43.2,32.1
20/07/2023 07:38,463.6629,32.7,42.9,32.16666667
20/07/2023 07:43,571.4301,32.3,42.5,32.16666667
20/07/2023 07:48,769.5428,32.2,43.6,32.1
20/07/2023 07:53,708.4133,33.9,43.4,32.23333333
20/07/2023 07:58,823.3932,33.5,42.6,32.3
20/07/2023 08:03,810.3788,34,41.8,32.46666667
20/07/2023 08:08,808.835,33.9,42.4,32.5
20/07/2023 08:13,790.8655,33.9,41.3,32.73333333
20/07/2023 08:18,790.4837,34.6,41.5,32.83333333
20/07/2023 08:23,757.5493,33.9,40.1,33.16666667
20/07/2023 08:28,727.9017,34.1,40.5,33.3
20/07/2023 08:33,740.2106,34.2,39.6,33.5
20/07/2023 08:38,724.6647,32.4,39.5,33.6
20/07/2023 08:43,744.51,34.1,40.3,33.7
20/07/2023 08:48,719.527,34.1,40.5,34
20/07/2023 08:53,653.3013,34.5,39.6,34.23333333
20/07/2023 08:58,728.7898,34.8,39,34.53333333
20/07/2023 09:03,637.855,34.9,39.1,34.63333333
20/07/2023 09:08,278.3571,34.5,40.5,34.23333333
20/07/2023 09:13,200.0383,34.1,41.2,34.2
20/07/2023 09:18,141.6312,33.1,41.2,34.23333333
